norm,period,class_id,groups,support,precision,recall,f1
gn,M-2022-10,63,,12148,0.6602842809364549,0.6500658544616398,0.655135224821636
gn,M-2022-10,64,stable,4110,0.8770429972340961,0.848661800486618,0.8626190181773217
gn,M-2022-10,65,,3253,0.9042991755005889,0.9440516446357209,0.9237479320198526
gn,M-2022-10,66,final_collapsed;abrupt_collapsed,4226,0.8160112359550562,0.5499290108849977,0.6570540005654509
gn,M-2022-10,67,,4304,0.32904884318766064,0.17843866171003717,0.23139499849352216
gn,M-2022-10,68,,3689,0.37958204864679684,0.9010571970723773,0.5341475172746264
gn,M-2022-10,69,final_collapsed;abrupt_collapsed,1232,0.04983388704318937,0.012175324675324676,0.019569471624266144
gn,M-2022-10,70,degraded_noncollapsed,1735,0.7647058823529411,0.4046109510086455,0.5292122125895213
gn,M-2022-10,71,absorber,63797,0.6857286665634196,0.8328448046146371,0.7521605877648091
gn,M-2022-10,72,,10327,0.4473103013093548,0.5491430231432168,0.4930232558139535
gn,M-2022-10,73,,13787,0.8624923682246795,0.922173061579749,0.8913348289399888
gn,M-2022-10,74,,3353,0.5762902019446522,0.4595884282731882,0.5113655218184835
gn,M-2022-10,75,degraded_noncollapsed,11581,0.46754044644685644,0.39426647094378725,0.42778844802548366
gn,M-2022-10,76,stable,4405,0.8892725598526704,0.8769580022701475,0.8830723511258429
gn,M-2022-10,77,,27623,0.8062347739781648,0.6469608659450458,0.7178694089055816
gn,M-2022-10,78,,16173,0.8024810386939195,0.7719656217152043,0.7869276102234408
gn,M-2022-10,79,,12335,0.8643737166324436,0.6825293879205513,0.7627633069082673
gn,M-2022-10,80,degraded_noncollapsed,1260,0.5414634146341464,0.2642857142857143,0.3552
gn,M-2022-10,81,,3661,0.9014560582423297,0.9470090139306201,0.9236712401758359
gn,M-2022-10,82,,35248,0.7084037938386883,0.820046527462551,0.7601477955582439
gn,M-2022-10,83,,32633,0.9359566962656611,0.9431557012839763,0.9395424088404536
gn,M-2022-10,84,,1777,0.9440133037694013,0.9583567810917276,0.9511309690030718
gn,M-2022-10,85,,1115,0.8631677600749765,0.8260089686098655,0.844179651695692
gn,M-2022-10,86,,52904,0.8954764508160208,0.8359292303039467,0.8646788542379509
gn,M-2022-10,87,,7329,0.9016814272878962,0.9585209441942967,0.9292328042328042
gn,M-2022-10,88,,229,0.18661971830985916,0.462882096069869,0.2659974905897114
gn,M-2022-10,89,,613,0.8040201005025126,0.7830342577487766,0.7933884297520661
gn,M-2022-10,90,,6090,0.8570139828597203,0.9359605911330049,0.894749234753944
gn,M-2022-10,91,,3610,0.9200881785615872,0.9249307479224377,0.9225031081641111
gn,M-2022-10,92,,1810,0.9513677811550152,0.8646408839779005,0.9059334298118669
gn,M-2022-10,93,,34838,0.8332507296657304,0.8686491761869223,0.8505818202259824
gn,M-2022-10,94,stable,350,0.6026058631921825,0.5285714285714286,0.563165905631659
gn,M-2022-10,95,,4023,0.8509438055977435,0.974894357444693,0.9087117701575533
gn,M-2022-10,96,absorber;degraded_noncollapsed,61021,0.7592972621252315,0.7458088199144557,0.7524926007374461
gn,M-2022-10,97,,45643,0.8347020425352706,0.7816313563963806,0.8072954380883418
gn,M-2022-10,98,stable,59567,0.9973316670325773,0.9914046367955411,0.9943593197507998
gn,M-2022-10,99,stable,27230,0.9327771243751838,0.9320235034887991,0.9324001616517874
gn,M-2022-10,100,,27178,0.8964681943704278,0.6808448009419383,0.7739183169869717
gn,M-2022-10,101,degraded_noncollapsed,55343,0.9763142311994211,0.5362557143631534,0.6922709089000595
gn,M-2022-10,102,,56050,0.8635510830632782,0.9936306868867083,0.9240354064524693
gn,M-2022-10,103,degraded_noncollapsed,2918,0.5633976200246205,0.4705277587388622,0.5127917833800186
gn,M-2022-10,104,final_collapsed;gradual_collapsed,2391,0.05790645879732739,0.010874111250522794,0.018309859154929577
gn,M-2022-10,105,absorber;degraded_noncollapsed,4902,0.4777749555499111,0.38372093023255816,0.42561375721235434
gn,M-2022-10,106,,2736,0.926950354609929,0.9554093567251462,0.9409647228221742
gn,M-2022-10,107,stable,3189,0.927536231884058,0.9833803700219504,0.9546423135464231
gn,M-2022-10,108,,5587,0.8207282913165266,0.6817612314301056,0.7448181462651545
gn,M-2022-10,109,final_collapsed;abrupt_collapsed,1824,0.959837019790454,0.9040570175438597,0.9311123658949746
gn,M-2022-10,110,,8030,0.7913942707714252,0.8291407222914072,0.8098278902876604
gn,M-2022-10,111,degraded_noncollapsed,2242,0.47848699763593383,0.4513826940231936,0.464539820977737
gn,M-2022-10,112,degraded_noncollapsed,1706,0.7352445193929174,0.7667057444314185,0.7506456241032998
gn,M-2022-10,113,stable,4746,0.9890480202190396,0.989464812473662,0.9892563724457553
gn,M-2022-10,114,,820,0.9547079856972587,0.9768292682926829,0.9656419529837251
gn,M-2022-10,115,,21104,0.8955358564679654,0.7994219105382866,0.8447537741281326
gn,M-2022-10,116,,4100,0.9075274177467597,0.8880487804878049,0.8976824457593688
gn,M-2022-10,117,,83533,0.6089020106136482,0.7801946536099506,0.6839870910188125
gn,M-2022-10,118,degraded_noncollapsed,2917,0.8113372093023256,0.9568049365786767,0.8780871480257983
gn,M-2022-10,119,stable,2621,0.9142136248948697,0.8294544067149943,0.8697739547909582
gn,M-2022-10,120,,2381,0.8218947368421052,0.8198236035279295,0.8208578637510513
