class,fd,ref_count,tgt_count,count_ratio,margin_drop,conf_drop,entropy_rise,fd_zscore,collapse_score,status
159,8.184754992636204,2213,1572,0.9692078035957188,0.4897279739379883,0.10015696287155151,0.31134510040283203,-0.4333735385258796,0.11873458291918242,ok
136,7.768075524758578,24064,18618,1.0556281952985076,0.6600041389465332,0.028514385223388672,0.0723932683467865,-0.4855889667627475,0.0,ok
49,7.7144314495408075,39876,29557,1.0113338385827246,1.9369025230407715,0.03875935077667236,0.10791899263858795,-0.4923112762975415,0.07639669140292608,ok
18,7.7091150566083995,21432,29090,1.8519395009912591,0.6365022659301758,0.017084121704101562,0.045240968465805054,-0.49297749039024713,0.0,ok
75,7.681946641493985,34919,11935,0.46634400674020227,0.005264997482299805,0.008163094520568848,-0.017130613327026367,-0.49638205082357467,0.2134623973039191,ok
98,7.646299652960768,63688,58520,1.2536966950004713,1.0615506172180176,-0.0015543103218078613,-0.003373619168996811,-0.5008490882350828,0.015383500479687614,ok
128,7.5585596402673545,2402,4461,2.533990571418175,-0.18074655532836914,-0.005313754081726074,-0.020418033003807068,-0.5118440680444558,0.0,ok
110,7.52455871141192,10156,4558,0.6123467301026814,1.1763415336608887,0.09176802635192871,0.22127225995063782,-0.5161048324869197,0.252964907522828,ok
46,7.503731057942733,10575,10570,1.3637676543474717,-0.05984163284301758,-0.0058220624923706055,-0.02653789520263672,-0.5187148119289163,0.0,ok
19,7.456755286916668,13050,14900,1.557835266270079,0.049974918365478516,0.03245699405670166,0.08966073393821716,-0.524601495075021,0.0,ok
132,7.208064551791915,20447,15103,1.0078117091249659,0.06548547744750977,-0.0037050247192382812,-0.01791396737098694,-0.5557657213788094,0.0,ok
1,7.094797560719792,10586,4091,0.527282507920155,1.3151068687438965,0.06436765193939209,0.18684668838977814,-0.5699595679680283,0.2567854948406371,ok
87,7.089890328861855,11519,7294,0.8639662054689339,0.7720003128051758,0.04961031675338745,0.16494086384773254,-0.5705745087862667,0.06674514114659195,ok
